,#00,#01,#02,#03,#04,#05,#06,#07,#08,#09,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19
0002392240.txt,9.285051067865336e-05,0.9982358402971053,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865597e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05,9.285051067865336e-05
0002391991.txt,0.00015576323987655805,0.9551033240738716,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.04209293760835009,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805,0.00015576323987655805
0002391985.txt,0.00012239902080859582,0.9976744186046363,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582,0.000122399020808596,0.00012239902080859582,0.00012239902080859582,0.00012239902080859582
0002392254.txt,2.7495188342313225e-05,0.9994775914214962,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05,2.7495188342313225e-05
0002392268.txt,4.873294347004492e-05,0.9990740740740693,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05,4.873294347004492e-05
0002391946.txt,9.551098376457352e-05,0.9981852913084729,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05,9.551098376457352e-05
0002393837.txt,3.996802557982651e-05,0.9992406075139835,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05,3.996802557982651e-05
0002391942.txt,1.2169891688033061e-05,0.9427122290909633,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,0.05706871285865227,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05,1.2169891688033061e-05
0002391956.txt,0.00012315270935981244,0.3601521222676775,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.6376311289638457,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244,0.00012315270935981244
0002392250.txt,9.033423667640397e-05,0.9782713092350406,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,0.02010267450478401,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05,9.033423667640397e-05
0002391981.txt,5.0327126321325376e-05,0.999043784599895,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05,5.0327126321325376e-05
0002391995.txt,9.596928982772576e-05,0.989778003032518,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,0.008494549750582645,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05,9.596928982772576e-05
0002392244.txt,5.564830272688807e-05,0.5876092287518324,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05,0.4113891017990838,5.564830272688807e-05,5.564830272688807e-05,5.564830272688807e-05
0002392091.txt,2.256317689552367e-05,0.9995712996389852,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552377e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05,2.256317689552367e-05
0002394386.txt,7.057163020488307e-05,0.7535537681511759,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,0.24517594250513644,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05,7.057163020488307e-05
0002394392.txt,8.389261744975577e-05,0.46670243508618064,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,0.5317874977997236,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05,8.389261744975577e-05
0002392085.txt,0.00017636684303370582,0.35587717205518293,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.6409482247702105,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582,0.00017636684303370582
0002392052.txt,2.5726781579720608e-05,0.34663916115826987,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,0.6528977567732953,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05,2.5726781579720608e-05
0002392046.txt,3.056234718860792e-05,0.8389304117099781,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,0.16051946604062708,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05,3.056234718860792e-05
0002394379.txt,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411,0.990594059405928,0.0004950495049511411,0.0004950495049511411,0.0004950495049511411
0002392126.txt,5.3561863953530445e-05,0.9989823245848831,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05,5.3561863953530445e-05
0002392132.txt,8.643042350928702e-05,0.591456052390172,8.643042350928702e-05,0.30750349839424773,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,0.09401016337574955,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,0.005647399063682078,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05,8.643042350928702e-05
0002395311.txt,2.0112630732118887e-05,0.22311532562903807,0.0049315850869710905,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,0.015025367764615946,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05,0.756605919427661,2.0112630732118887e-05,2.0112630732118887e-05,2.0112630732118887e-05
0002393760.txt,1.063038163076567e-05,0.9997980227490155,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05,1.063038163076567e-05
0002392133.txt,0.00011337868480787342,0.99784580498865,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342,0.00011337868480787342
0002392127.txt,8.532423208343573e-05,0.9983788395904145,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05,8.532423208343573e-05
0002394378.txt,0.00012315270935976403,0.5015074738160455,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.4962757774154784,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403,0.00012315270935976403
0002392047.txt,1.878992859831793e-05,0.19381678768457256,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,0.8058449936006578,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05,1.878992859831793e-05
0002392053.txt,4.224757076499521e-05,0.9592859693135753,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,0.03995357441265496,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05,4.224757076499521e-05
0002394393.txt,8.568980291354553e-05,0.3866484743634363,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,0.6118091091841196,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05,8.568980291354553e-05
0002392084.txt,2.163565556055172e-05,0.9995889225443496,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05,2.163565556055172e-05
0002392090.txt,0.00013297872340520394,0.7432463690677504,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.2543600139109556,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394,0.00013297872340520394
0002394387.txt,3.5248501938860605e-05,0.9600365010155925,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,0.03932902594950829,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05,3.5248501938860605e-05
0002392245.txt,6.184291898626154e-05,0.9988249845392613,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05,6.184291898626154e-05
0002391994.txt,2.7917364600975547e-05,0.9735302078528555,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,0.025967279584327044,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05,2.7917364600975547e-05
0002391980.txt,0.00013297872340449618,0.6670566893749846,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.00013297872340449618,0.33054969360373443
0002392251.txt,2.1968365553768774e-05,0.9658285370669203,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,0.033776032353111905,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05,2.1968365553768774e-05
0002391957.txt,2.3601604909180702e-05,0.6504302241034917,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,2.3601604909180702e-05,0.3491449470081432,2.3601604909180702e-05
0002391943.txt,4.636068613825077e-05,0.7239006361057894,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,0.2752648715437222,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05,4.636068613825077e-05
0002391955.txt,0.00019342359767988475,0.9755173424707418,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.02100103277102046,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475,0.00019342359767988475
